Name,geometry_layer,wkt
,"Section #26, 132kV, 'ad400', from Str. #702 Set 25 'AG-P5' to Str. #703 Set 25
                    'AG-P5', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-med'","MULTILINESTRING Z ((8.0704305398 47.4081467069 390.5, 8.0703800057 47.4081478874 390.0227, 8.0703294715 47.4081490678 389.5673, 8.0702789373 47.4081502483 389.1338, 8.0702284032 47.4081514287 388.7221, 8.070177869 47.4081526091 388.3323, 8.0701273348 47.4081537895 387.9644, 8.0700768007 47.4081549698 387.6183, 8.0700262665 47.4081561501 387.294, 8.0699757323 47.4081573304 386.9915, 8.0699251981 47.4081585107 386.7109, 8.0698746639 47.408159691 386.452, 8.0698241297 47.4081608712 386.2149, 8.0697735955 47.4081620515 385.9996, 8.0697230614 47.4081632317 385.8061, 8.0696725272 47.4081644118 385.6343, 8.069621993 47.408165592 385.4843, 8.0695714588 47.4081667721 385.3561, 8.0695209246 47.4081679522 385.2496, 8.0694703904 47.4081691323 385.1648, 8.0694198561 47.4081703124 385.1018, 8.0693693219 47.4081714924 385.0605, 8.0693187877 47.4081726725 385.041, 8.0692682535 47.4081738525 385.0432, 8.0692177193 47.4081750324 385.0672, 8.0691671851 47.4081762124 385.1129, 8.0691166509 47.4081773923 385.1803, 8.0690661166 47.4081785722 385.2695, 8.0690155824 47.4081797521 385.3804, 8.0689650482 47.408180932 385.5131, 8.068914514 47.4081821118 385.6676, 8.0688639797 47.4081832917 385.8438, 8.0688134455 47.4081844715 386.0417, 8.0687629113 47.4081856512 386.2615, 8.068712377 47.408186831 386.503, 8.0686618428 47.4081880107 386.7663, 8.0686113085 47.4081891904 387.0514, 8.0685607743 47.4081903701 387.3583, 8.0685102401 47.4081915498 387.6871, 8.0684597058 47.4081927294 388.0376, 8.0684091716 47.4081939091 388.41, 8.0683586373 47.4081950887 388.8043, 8.0683081031 47.4081962682 389.2204, 8.0682575688 47.4081974478 389.6583, 8.0682070345 47.4081986273 390.1182, 8.0681565003 47.4081998069 390.6))"
Section #27,"Section #27, 132kV, 'ad400', from Str. #702 Set 26 'AG-P6' to Str. #703 Set 26
                    'AG-P6', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-inf'",POINT Z (8.0692932838 47.4081755053 382.0413)
,"Section #27, 132kV, 'ad400', from Str. #702 Set 26 'AG-P6' to Str. #703 Set 26
                    'AG-P6', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-inf'","MULTILINESTRING Z ((8.0704302777 47.4081489484 387.5, 8.0703797447 47.4081501289 387.0229, 8.0703292118 47.4081513094 386.5676, 8.0702786788 47.4081524899 386.1342, 8.0702281459 47.4081536704 385.7227, 8.0701776129 47.4081548509 385.3331, 8.0701270799 47.4081560313 384.9653, 8.070076547 47.4081572117 384.6193, 8.070026014 47.4081583921 384.2951, 8.069975481 47.4081595725 383.9928, 8.0699249481 47.4081607528 383.7122, 8.0698744151 47.4081619331 383.4534, 8.0698238821 47.4081631134 383.2164, 8.0697733491 47.4081642937 383.0012, 8.0697228162 47.408165474 382.8077, 8.0696722832 47.4081666542 382.636, 8.0696217502 47.4081678344 382.4861, 8.0695712172 47.4081690146 382.3579, 8.0695206842 47.4081701948 382.2514, 8.0694701512 47.4081713749 382.1667, 8.0694196182 47.408172555 382.1037, 8.0693690852 47.4081737351 382.0625, 8.0693185522 47.4081749152 382.0429, 8.0692680192 47.4081760953 382.0452, 8.0692174862 47.4081772753 382.0691, 8.0691669532 47.4081784553 382.1148, 8.0691164202 47.4081796353 382.1822, 8.0690658872 47.4081808153 382.2714, 8.0690153542 47.4081819952 382.3823, 8.0689648212 47.4081831752 382.5149, 8.0689142881 47.4081843551 382.6693, 8.0688637551 47.408185535 382.8454, 8.0688132221 47.4081867148 383.0433, 8.0687626891 47.4081878947 383.263, 8.068712156 47.4081890745 383.5044, 8.068661623 47.4081902543 383.7677, 8.06861109 47.408191434 384.0527, 8.068560557 47.4081926138 384.3595, 8.0685100239 47.4081937935 384.6881, 8.0684594909 47.4081949732 385.0385, 8.0684089578 47.4081961529 385.4108, 8.0683584248 47.4081973326 385.8049, 8.0683078917 47.4081985122 386.2209, 8.0682573587 47.4081996918 386.6587, 8.0682068257 47.4082008714 387.1184, 8.0681562926 47.408202051 387.6))"
Section #28,"Section #28, 0kV, 'Erdseil200', from Str. #702 Set 39 'AG-G1' to Str. #703 Set
                    59 'AD-G1', Section at 10 degr�s 'Initial RS', Notes: 'DAM-cdg'",POINT Z (8.0692911714 47.4081956905 391.4056)
,"Section #28, 0kV, 'Erdseil200', from Str. #702 Set 39 'AG-G1' to Str. #703 Set
                    59 'AD-G1', Section at 10 degr�s 'Initial RS', Notes: 'DAM-cdg'","MULTILINESTRING Z ((8.0704279184 47.4081691218 395.5, 8.0703773964 47.4081703028 395.1418, 8.0703268743 47.4081714839 394.8, 8.0702763523 47.4081726649 394.4746, 8.0702258302 47.4081738459 394.1656, 8.0701753081 47.4081750269 393.8731, 8.0701247861 47.4081762078 393.5969, 8.070074264 47.4081773888 393.3372, 8.0700237419 47.4081785697 393.0938, 8.0699732198 47.4081797506 392.8669, 8.0699226977 47.4081809315 392.6563, 8.0698721757 47.4081821123 392.4621, 8.0698216536 47.4081832931 392.2843, 8.0697711315 47.4081844739 392.1228, 8.0697206094 47.4081856547 391.9778, 8.0696700873 47.4081868355 391.8491, 8.0696195652 47.4081880162 391.7368, 8.0695690431 47.4081891969 391.6408, 8.069518521 47.4081903776 391.5612, 8.0694679989 47.4081915583 391.498, 8.0694174768 47.408192739 391.4511, 8.0693669547 47.4081939196 391.4206, 8.0693164326 47.4081951002 391.4065, 8.0692659105 47.4081962808 391.4087, 8.0692153884 47.4081974613 391.4273, 8.0691648663 47.4081986419 391.4622, 8.0691143442 47.4081998224 391.5135, 8.069063822 47.4082010029 391.5812, 8.0690132999 47.4082021834 391.6652, 8.0689627778 47.4082033638 391.7656, 8.0689122557 47.4082045442 391.8824, 8.0688617336 47.4082057246 392.0155, 8.0688112114 47.408206905 392.165, 8.0687606893 47.4082080854 392.3309, 8.0687101672 47.4082092657 392.5131, 8.068659645 47.4082104461 392.7118, 8.0686091229 47.4082116264 392.9268, 8.0685586007 47.4082128066 393.1582, 8.0685080786 47.4082139869 393.406, 8.0684575565 47.4082151671 393.6702, 8.0684070343 47.4082163473 393.9508, 8.0683565122 47.4082175275 394.2478, 8.06830599 47.4082187077 394.5612, 8.0682554679 47.4082198878 394.891, 8.0682049457 47.4082210679 395.2373, 8.0681544235 47.408222248 395.6))"
Section #29,"Section #29, 132kV, 'ad400', from Str. #703 Set 22 'AG-P2' to Str. #704 Set 22
                    'AG-P2', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-med'",POINT Z (8.0667737876 47.408093522 378.6198)
,"Section #29, 132kV, 'ad400', from Str. #703 Set 22 'AG-P2' to Str. #704 Set 22
                    'AG-P2', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-med'","MULTILINESTRING Z ((8.0681523468 47.4082446892 390.6, 8.0680910715 47.4082379704 389.7008, 8.0680297961 47.4082312515 388.836, 8.0679685208 47.4082245326 388.0055, 8.0679072455 47.4082178137 387.2093, 8.0678459702 47.4082110947 386.4473, 8.0677846949 47.4082043757 385.7195, 8.0677234196 47.4081976566 385.0258, 8.0676621444 47.4081909376 384.3663, 8.0676008691 47.4081842185 383.7408, 8.0675395939 47.4081774993 383.1494, 8.0674783187 47.4081707802 382.5921, 8.0674170435 47.408164061 382.0687, 8.0673557683 47.4081573418 381.5792, 8.0672944932 47.4081506225 381.1238, 8.067233218 47.4081439032 380.7022, 8.0671719429 47.4081371839 380.3145, 8.0671106678 47.4081304645 379.9607, 8.0670493927 47.4081237451 379.6407, 8.0669881176 47.4081170257 379.3546, 8.0669268425 47.4081103062 379.1023, 8.0668655675 47.4081035868 378.8839, 8.0668042924 47.4080968672 378.6992, 8.0667430174 47.4080901477 378.5483, 8.0666817424 47.4080834281 378.4312, 8.0666204674 47.4080767085 378.3478, 8.0665591924 47.4080699888 378.2983, 8.0664979175 47.4080632691 378.2825, 8.0664366425 47.4080565494 378.3004, 8.0663753676 47.4080498297 378.3522, 8.0663140927 47.4080431099 378.4377, 8.0662528178 47.4080363901 378.557, 8.0661915429 47.4080296702 378.71, 8.0661302681 47.4080229504 378.8969, 8.0660689932 47.4080162304 379.1175, 8.0660077184 47.4080095105 379.372, 8.0659464436 47.4080027905 379.6603, 8.0658851688 47.4079960705 379.9824, 8.065823894 47.4079893505 380.3384, 8.0657626192 47.4079826304 380.7283, 8.0657013444 47.4079759103 381.152, 8.0656400697 47.4079691901 381.6097, 8.065578795 47.40796247 382.1013, 8.0655175203 47.4079557498 382.6268, 8.0654562456 47.4079490295 383.1864, 8.0653949709 47.4079423093 383.78))"
Section #30,"Section #30, 132kV, 'ad400', from Str. #703 Set 25 'AG-P5' to Str. #704 Set 25
                    'AG-P5', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-med'",POINT Z (8.0667885371 47.4080503061 378.7509)
,"Section #30, 132kV, 'ad400', from Str. #703 Set 25 'AG-P5' to Str. #704 Set 25
                    'AG-P5', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-med'","MULTILINESTRING Z ((8.0681565003 47.4081998069 390.6, 8.0680956958 47.4081931621 389.7123, 8.0680348914 47.4081865173 388.8584, 8.067974087 47.4081798724 388.0383, 8.0679132827 47.4081732275 387.2519, 8.0678524783 47.4081665826 386.4993, 8.0677916739 47.4081599377 385.7803, 8.0677308696 47.4081532927 385.0949, 8.0676700653 47.4081466477 384.4431, 8.067609261 47.4081400027 383.8249, 8.0675484567 47.4081333576 383.2403, 8.0674876524 47.4081267125 382.6891, 8.0674268482 47.4081200674 382.1714, 8.0673660439 47.4081134222 381.6871, 8.0673052397 47.408106777 381.2363, 8.0672444355 47.4081001318 380.8188, 8.0671836313 47.4080934866 380.4347, 8.0671228271 47.4080868413 380.084, 8.0670620229 47.4080801959 379.7666, 8.0670012188 47.4080735506 379.4826, 8.0669404146 47.4080669052 379.2318, 8.0668796105 47.4080602598 379.0144, 8.0668188064 47.4080536143 378.8302, 8.0667580023 47.4080469688 378.6793, 8.0666971982 47.4080403233 378.5616, 8.0666363942 47.4080336778 378.4773, 8.0665755901 47.4080270322 378.4261, 8.0665147861 47.4080203866 378.4083, 8.0664539821 47.408013741 378.4237, 8.0663931781 47.4080070953 378.4723, 8.0663323741 47.4080004496 378.5542, 8.0662715701 47.4079938038 378.6693, 8.0662107661 47.4079871581 378.8177, 8.0661499622 47.4079805123 378.9994, 8.0660891583 47.4079738664 379.2144, 8.0660283544 47.4079672206 379.4626, 8.0659675505 47.4079605747 379.7442, 8.0659067466 47.4079539287 380.0591, 8.0658459427 47.4079472828 380.4073, 8.0657851389 47.4079406368 380.7889, 8.065724335 47.4079339907 381.2038, 8.0656635312 47.4079273447 381.6522, 8.0656027274 47.4079206986 382.134, 8.0655419236 47.4079140525 382.6492, 8.0654811199 47.4079074063 383.1978, 8.0654203161 47.4079007601 383.78))"
Section #31,"Section #31, 132kV, 'ad400', from Str. #703 Set 26 'AG-P6' to Str. #704 Set 26
                    'AG-P6', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-inf'",POINT Z (8.0667877997 47.4080524669 375.7442)
,"Section #31, 132kV, 'ad400', from Str. #703 Set 26 'AG-P6' to Str. #704 Set 26
                    'AG-P6', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-inf'","MULTILINESTRING Z ((8.0681562926 47.408202051 387.6, 8.0680954646 47.4081954025 386.7117, 8.0680346367 47.408188754 385.8572, 8.0679738087 47.4081821054 385.0366, 8.0679129808 47.4081754569 384.2498, 8.0678521529 47.4081688082 383.4966, 8.067791325 47.4081621596 382.7772, 8.0677304971 47.4081555109 382.0914, 8.0676696692 47.4081488622 381.4392, 8.0676088414 47.4081422135 380.8207, 8.0675480135 47.4081355647 380.2356, 8.0674871857 47.4081289159 379.6841, 8.0674263579 47.4081222671 379.1661, 8.0673655301 47.4081156182 378.6816, 8.0673047024 47.4081089693 378.2305, 8.0672438746 47.4081023204 377.8129, 8.0671830468 47.4080956714 377.4286, 8.0671222191 47.4080890224 377.0777, 8.0670613914 47.4080823734 376.7602, 8.0670005637 47.4080757243 376.4761, 8.066939736 47.4080690753 376.2252, 8.0668789083 47.4080624261 376.0077, 8.0668180807 47.408055777 375.8235, 8.0667572531 47.4080491278 375.6726, 8.0666964254 47.4080424786 375.555, 8.0666355978 47.4080358293 375.4707, 8.0665747702 47.40802918 375.4196, 8.0665139426 47.4080225307 375.4019, 8.0664531151 47.4080158814 375.4174, 8.0663922875 47.408009232 375.4662, 8.06633146 47.4080025826 375.5483, 8.0662706325 47.4079959331 375.6636, 8.066209805 47.4079892837 375.8123, 8.0661489775 47.4079826342 375.9942, 8.06608815 47.4079759846 376.2095, 8.0660273226 47.407969335 376.458, 8.0659664951 47.4079626854 376.7399, 8.0659056677 47.4079560358 377.0552, 8.0658448403 47.4079493861 377.4038, 8.0657840129 47.4079427364 377.7858, 8.0657231855 47.4079360867 378.2012, 8.0656623581 47.4079294369 378.65, 8.0656015308 47.4079227872 379.1323, 8.0655407035 47.4079161373 379.648, 8.0654798761 47.4079094875 380.1973, 8.0654190488 47.4079028376 380.78))"
Section #32,"Section #32, 132kV, 'ad400', from Str. #703 Set 41 'AD-P1' to Str. #704 Set 21
                    'AG-P1', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'",POINT Z (8.0667745251 47.4080913612 381.6265)
,"Section #32, 132kV, 'ad400', from Str. #703 Set 41 'AD-P1' to Str. #704 Set 21
                    'AG-P1', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-sup'","MULTILINESTRING Z ((8.0681525545 47.4082424451 393.6, 8.0680913027 47.4082357299 392.7014, 8.0680300509 47.4082290148 391.8372, 8.0679687991 47.4082222996 391.0072, 8.0679075473 47.4082155843 390.2115, 8.0678462956 47.4082088691 389.4499, 8.0677850438 47.4082021538 388.7226, 8.0677237921 47.4081954385 388.0294, 8.0676625404 47.4081887231 387.3702, 8.0676012887 47.4081820077 386.7451, 8.067540037 47.4081752923 386.1541, 8.0674787854 47.4081685768 385.597, 8.0674175337 47.4081618613 385.0739, 8.0673562821 47.4081551458 384.5848, 8.0672950305 47.4081484302 384.1295, 8.0672337789 47.4081417146 383.7082, 8.0671725273 47.408134999 383.3207, 8.0671112757 47.4081282834 382.967, 8.0670500242 47.4081215677 382.6472, 8.0669887727 47.4081148519 382.3612, 8.0669275211 47.4081081362 382.109, 8.0668662696 47.4081014204 381.8905, 8.0668050181 47.4080947046 381.7059, 8.0667437667 47.4080879887 381.555, 8.0666825152 47.4080812729 381.4379, 8.0666212638 47.4080745569 381.3545, 8.0665600123 47.408067841 381.3048, 8.0664987609 47.408061125 381.2889, 8.0664375095 47.408054409 381.3067, 8.0663762581 47.408047693 381.3583, 8.0663150068 47.4080409769 381.4436, 8.0662537554 47.4080342608 381.5627, 8.0661925041 47.4080275446 381.7155, 8.0661312528 47.4080208284 381.9021, 8.0660700015 47.4080141122 382.1225, 8.0660087502 47.408007396 382.3766, 8.0659474989 47.4080006797 382.6646, 8.0658862476 47.4079939634 382.9863, 8.0658249964 47.4079872471 383.3419, 8.0657637452 47.4079805307 383.7314, 8.065702494 47.4079738143 384.1547, 8.0656412428 47.4079670979 384.6118, 8.0655799916 47.4079603814 385.1029, 8.0655187404 47.4079536649 385.628, 8.0654574893 47.4079469484 386.187, 8.0653962381 47.4079402318 386.78))"
Section #33,"Section #33, 132kV, 'ad400', from Str. #703 Set 43 'AD-P3' to Str. #704 Set 23
                    'AG-P3', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-inf'",POINT Z (8.0667745251 47.4080913612 375.6265)
,"Section #33, 132kV, 'ad400', from Str. #703 Set 43 'AD-P3' to Str. #704 Set 23
                    'AG-P3', Section at 40 degr�s 'Initial RS', Notes: 'DAM-B-inf'","MULTILINESTRING Z ((8.0681525545 47.4082424451 387.6, 8.0680913027 47.4082357299 386.7014, 8.0680300509 47.4082290148 385.8372, 8.0679687991 47.4082222996 385.0072, 8.0679075473 47.4082155843 384.2115, 8.0678462956 47.4082088691 383.4499, 8.0677850438 47.4082021538 382.7226, 8.0677237921 47.4081954385 382.0294, 8.0676625404 47.4081887231 381.3702, 8.0676012887 47.4081820077 380.7451, 8.067540037 47.4081752923 380.1541, 8.0674787854 47.4081685768 379.597, 8.0674175337 47.4081618613 379.0739, 8.0673562821 47.4081551458 378.5848, 8.0672950305 47.4081484302 378.1295, 8.0672337789 47.4081417146 377.7082, 8.0671725273 47.408134999 377.3207, 8.0671112757 47.4081282834 376.967, 8.0670500242 47.4081215677 376.6472, 8.0669887727 47.4081148519 376.3612, 8.0669275211 47.4081081362 376.109, 8.0668662696 47.4081014204 375.8905, 8.0668050181 47.4080947046 375.7059, 8.0667437667 47.4080879887 375.555, 8.0666825152 47.4080812729 375.4379, 8.0666212638 47.4080745569 375.3545, 8.0665600123 47.408067841 375.3048, 8.0664987609 47.408061125 375.2889, 8.0664375095 47.408054409 375.3067, 8.0663762581 47.408047693 375.3583, 8.0663150068 47.4080409769 375.4436, 8.0662537554 47.4080342608 375.5627, 8.0661925041 47.4080275446 375.7155, 8.0661312528 47.4080208284 375.9021, 8.0660700015 47.4080141122 376.1225, 8.0660087502 47.408007396 376.3766, 8.0659474989 47.4080006797 376.6646, 8.0658862476 47.4079939634 376.9863, 8.0658249964 47.4079872471 377.3419, 8.0657637452 47.4079805307 377.7314, 8.065702494 47.4079738143 378.1547, 8.0656412428 47.4079670979 378.6118, 8.0655799916 47.4079603814 379.1029, 8.0655187404 47.4079536649 379.628, 8.0654574893 47.4079469484 380.187, 8.0653962381 47.4079402318 380.78))"
Section #34,"Section #34, 132kV, 'ad400', from Str. #703 Set 44 'AD-P4' to Str. #704 Set 24
                    'AG-P4', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-sup'",POINT Z (8.0667877997 47.4080524669 381.7442)
,"Section #34, 132kV, 'ad400', from Str. #703 Set 44 'AD-P4' to Str. #704 Set 24
                    'AG-P4', Section at 40 degr�s 'Initial RS', Notes: 'DAM-A-sup'","MULTILINESTRING Z ((8.0681562926 47.408202051 393.6, 8.0680954646 47.4081954025 392.7117, 8.0680346367 47.408188754 391.8572, 8.0679738087 47.4081821054 391.0366, 8.0679129808 47.4081754569 390.2498, 8.0678521529 47.4081688082 389.4966, 8.067791325 47.4081621596 388.7772, 8.0677304971 47.4081555109 388.0914, 8.0676696692 47.4081488622 387.4392, 8.0676088414 47.4081422135 386.8207, 8.0675480135 47.4081355647 386.2356, 8.0674871857 47.4081289159 385.6841, 8.0674263579 47.4081222671 385.1661, 8.0673655301 47.4081156182 384.6816, 8.0673047024 47.4081089693 384.2305, 8.0672438746 47.4081023204 383.8129, 8.0671830468 47.4080956714 383.4286, 8.0671222191 47.4080890224 383.0777, 8.0670613914 47.4080823734 382.7602, 8.0670005637 47.4080757243 382.4761, 8.066939736 47.4080690753 382.2252, 8.0668789083 47.4080624261 382.0077, 8.0668180807 47.408055777 381.8235, 8.0667572531 47.4080491278 381.6726, 8.0666964254 47.4080424786 381.555, 8.0666355978 47.4080358293 381.4707, 8.0665747702 47.40802918 381.4196, 8.0665139426 47.4080225307 381.4019, 8.0664531151 47.4080158814 381.4174, 8.0663922875 47.408009232 381.4662, 8.06633146 47.4080025826 381.5483, 8.0662706325 47.4079959331 381.6636, 8.066209805 47.4079892837 381.8123, 8.0661489775 47.4079826342 381.9942, 8.06608815 47.4079759846 382.2095, 8.0660273226 47.407969335 382.458, 8.0659664951 47.4079626854 382.7399, 8.0659056677 47.4079560358 383.0552, 8.0658448403 47.4079493861 383.4038, 8.0657840129 47.4079427364 383.7858, 8.0657231855 47.4079360867 384.2012, 8.0656623581 47.4079294369 384.65, 8.0656015308 47.4079227872 385.1323, 8.0655407035 47.4079161373 385.648, 8.0654798761 47.4079094875 386.1973, 8.0654190488 47.4079028376 386.78))"
Section #35,"Section #35, 0kV, 'Erdseil200', from Str. #703 Set 59 'AD-G1' to Str. #704 Set
                    59 'AD-G1', Section at 10 degr�s 'Initial RS', Notes: 'DAM-cdg'",POINT Z (8.0667810407 47.4080719007 385.4349)
,"Section #35, 0kV, 'Erdseil200', from Str. #703 Set 59 'AD-G1' to Str. #704 Set
                    59 'AD-G1', Section at 10 degr�s 'Initial RS', Notes: 'DAM-cdg'","MULTILINESTRING Z ((8.0681544235 47.408222248 395.6, 8.0680933837 47.4082155662 394.8705, 8.0680323438 47.4082088844 394.167, 8.0679713039 47.4082022025 393.4894, 8.0679102641 47.4081955206 392.8377, 8.0678492242 47.4081888387 392.2119, 8.0677881844 47.4081821567 391.612, 8.0677271446 47.4081754747 391.0379, 8.0676661048 47.4081687927 390.4897, 8.0676050651 47.4081621106 389.9673, 8.0675440253 47.4081554285 389.4706, 8.0674829856 47.4081487464 388.9998, 8.0674219458 47.4081420642 388.5548, 8.0673609061 47.408135382 388.1355, 8.0672998664 47.4081286998 387.7419, 8.0672388267 47.4081220175 387.3741, 8.0671777871 47.4081153352 387.032, 8.0671167474 47.4081086529 386.7157, 8.0670557078 47.4081019705 386.425, 8.0669946682 47.4080952881 386.16, 8.0669336286 47.4080886057 385.9208, 8.066872589 47.4080819233 385.7072, 8.0668115494 47.4080752408 385.5193, 8.0667505099 47.4080685583 385.357, 8.0666894703 47.4080618757 385.2204, 8.0666284308 47.4080551931 385.1095, 8.0665673913 47.4080485105 385.0242, 8.0665063518 47.4080418279 384.9646, 8.0664453123 47.4080351452 384.9306, 8.0663842728 47.4080284625 384.9223, 8.0663232334 47.4080217797 384.9396, 8.066262194 47.408015097 384.9826, 8.0662011545 47.4080084141 385.0513, 8.0661401151 47.4080017313 385.1456, 8.0660790757 47.4079950484 385.2655, 8.0660180364 47.4079883655 385.4111, 8.065956997 47.4079816826 385.5824, 8.0658959577 47.4079749996 385.7794, 8.0658349183 47.4079683166 386.002, 8.065773879 47.4079616336 386.2503, 8.0657128397 47.4079549505 386.5243, 8.0656518005 47.4079482674 386.824, 8.0655907612 47.4079415843 387.1494, 8.0655297219 47.4079349011 387.5005, 8.0654686827 47.4079282179 387.8774, 8.0654076435 47.4079215347 388.28))"
